id,name,definition,synonyms
HP:0033675,Frailty,A clinically recognizable state of increased vulnerability resulting from a decline in reserve and function across multiple physiologic systems such that the ability to cope with everyday or acute stressors is compromised.,[]
HP:0033676,Posttraumatic stress symptom,"A behavioral or psychological symptom that typically occurs following exposure to one or more traumatic events is posttraumatic stress disorder (PTSD). Symptoms of PTSD include intrusive recollections, such as re-experiencing the trauma through flashbacks, memories, or nightmares. Additionally, individuals may experience avoidant and numbing symptoms, which can include diminished emotions and avoidance of situations that serve as reminders of the traumatic event. Hyperarousal is another symptom, characterized by increased irritability, exaggerated startle reactions, and difficulties with sleeping or concentrating.",['PTSD']
HP:0033677,Acute respiratory distress syndrome,Acute respiratory distress syndrome (ARDS) is defined as an acute disorder that starts within seven days of the inciting event and is characterized by bilateral lung infiltrates and severe progressive hypoxemia in the absence of any evidence of cardiogenic pulmonary edema. ARDS is defined by the patient's oxygen in arterial blood (PaO2) to the fraction of the oxygen in the inspired air (FiO2). These patients have a PaO2/FiO2 ratio of less than 300.,['ARDS']
HP:0033678,Acute coronary syndrome,"The term acute coronary syndrome (ACS) refers to any group of clinical symptoms compatible with acute myocardial ischemia and includes unstable angina (UA), non-ST-segment elevation myocardial infarction (NSTEMI), and ST-segment elevation myocardial infarction (STEMI).",[]
HP:0033679,Abnormal red nucleus morphology,"Any structural anomaly of the red nucleus, a part of the midbrain involved in control of movement.",[]
HP:0033680,Pilocytic astrocytoma,The most common form of astrocytoma (WHO Grade I) in childhood. These typically have MAPK signaling pathway abnormalities.,[]
HP:0033681,Oligodendroglioma,Oligodendroglioma is a type of diffusely infiltrating glioma and constitutes approximately 5% of primary intracranial tumors. They often involve the cortical gray matter and are most commonly seen in the frontal lobes. OGs are generally low grade WHO grade II neoplasms that are slow-growing tumors and have a favorable treatment response when compared to other gliomas. Grade III anaplastic OG is a more malignant form of the tumor which portends a less favorable prognosis and may occur de novo or as degeneration from the lower grade OG.,[]
HP:0033682,Pleomorphic xanthoastrocytoma,"Pleomorphic xanthoastrocytomas (PXA) are rare low-grade astrocytomas (WHO Grade II) typically found in the temporal lobe and classically presenting with epilepsy. PXA is an astrocytic neoplasm that most often presents in children or young adults but can also occur in adults. The diagnosis of anaplastic PXA is made based upon tumor histopathologic characteristics and requires increased proliferative activity (mitotic index at least 5 mitoses/10 HPF), which is associated with worse overall survival. In general, anaplastic PXAs acquire features of a more aggressive astrocytic neoplasm that can include increased proliferation, necrosis, microvascular proliferation, loss of pericellular reticulin, and increased infiltrative growth.",[]
HP:0033683,Jaw hyperreflexia,Increased intensity of muscle tendon reflexes in jaw.,['Brisk jaw jerk']
HP:0033684,Abnormal muscle fiber-type distribution,"Ay deviation from the normal distribution of fiber types in skeletal muscle. The skeletal muscle groups of the mammalian body are made up of bundles of muscle fibers. These fibers can be assigned to different Types, with characteristic movement rates, response to neural inputs, and metabolic styles. Skeletal muscle fibers are broadly classified as slow-twitch (type 1) and fast-twitch (type 2). Multiple fiber types are generally intermingled within a single muscle group, and different muscle groups have varying proportions of fiber types",[]
HP:0033685,Fiber type grouping,"An abnormal distribution of muscle fiber types in muscle tissue. Human skeletal muscle contains at least two fiber types recognizable by histochemical techniques. In transverse sections of normal skeletal muscle, type 1 and type 2 fibers are distributed in a random fashion. Grouping of fibers of the same type can be seen in certain peripheral neuropathies, thought to be due to reinnervation of denervated muscle fibers by sprouting axons. With grouping, motor units enlarge. The fibers of a motor unit, which are normally scattered, come to lie adjacent to one another. Histochemical examination shows groups of muscle fibers of the same histochemical type.",['Fibre type grouping']
HP:0033686,Mitochondrial hypertrophy,"Enlargement of mitochondria. Mitochondrial hypertrophy is not discernible by light microscopy. By electron microscopy (EM), hypertrophic mitochondria have normal cristae and normal matrix density. In contrast, swollen mitochondria display swollen cristae and irregular matrix densities in EM.",['Megamitochondria']
HP:0033687,Short term memory impairment,A deficit in the retention of pieces of information (memory chunks) for a relatively short time (usually up to 30 seconds).,['Short term memory loss']
HP:0033688,Long term memory impairment,"A deficit in the ability to retrieve information from long-term memory, which can be defined as a seemingly unlimited capacity to store memories can last years and relate to the performance of actions or skills (i.e., procedural memories, knowing how) and memories of facts, rules, concepts, and events (i.e., declarative memories, knowing that).",['Long term memory loss']
HP:0033689,Anterograde memory impairment,The impaired ability to establish new long-term memories.,['Anterograde amnesia']
HP:0033690,Retrograde memory impairment,Inability to retrieve information from the long-term memory that was acquired before the onset of amnesia.,['Retrograde amnesia']
HP:0033691,Procedural memory loss,"A reduction in the ability to retrieve information about how to perform activities, such as how to ride a bike or drive a car, how to perform activities of daily living, or how to play a musical instrument.","['Procedural memory deficit', 'Impaired procedural memory']"
HP:0033692,Declarative memory loss,Impaired ability to remember facts and events.,['Impaired declarative memory']
HP:0033693,Phantosmia,Perception of an odor in the absence of any stimuli in the surrounding environment that could emit the odor.,"['Phantom smell', 'Phantom odour', 'Phantom odor']"
HP:0033694,Tactile hallucination,Perception of touch without a tactile stimulus.,['Tactile hallucinations']
HP:0033695,Occupational disability,"This is a general term that denotes a reduced ability to perform the work that one performed prior to an illness, and may be related to pain, cognitive dysfunction, fatigue or other physical disabilities.",[]
HP:0033696,Pseudo-chilblain,"Acral areas of erythema with vesicles or pustules. The lesions resemble chilblains and have purpuric areas, affecting hands and feet.",['Chilblain-like lesion']
HP:0033697,Vesicular eruption,"A type of acute-onset skin rash characterized by multiple vesicles, which are circumscribed, fluid-containing, epidermal elevation generally considered less than 10mm in diameter at the widest point. The fluid contained in a vesicle may be clear, serous, or hemorrhagic.",[]
HP:0033698,Monomorphic vesicular eruption,A type of vesicular eruption in which the vesicles are at same stages.,[]
HP:0033699,Polymorphic vesicular eruption,A type of vesicular eruption in which the vesicles are at different stages.,[]
HP:0033700,Papulovesicular eruption,"An acute onset rash characterized by by multiple vesicles, which are circumscribed, fluid-containing, epidermal elevations with a diameter less than 10mm at the widest point, and by multiple papules, which are circumscribed, solid epidermal elevations with no visible fluid with a diameter less than 10mm at the widest point.",['Papulo-vesicular eruption']
HP:0033701,Cortical sclerosis of the iliac wing,Increased density related to increased bone mass in the outermost layer (edge) of the iliac wing.,[]
HP:0033702,Subpleural curvilinear line,"This finding is a thin curvilinear opacity, 1-3 mm in thickness, lying less than 1 cm from and parallel to the pleural surface. It corresponds to atelectasis of normal lung if seen in the dependent posteroinferior portion of lung of a patient in the supine position and is subsequently shown to disappear on CT sections acquired with the patient prone. It may also be encountered in patients with pulmonary edema or fibrosis (other signs are usually present).",[]
HP:0033703,Dysembryoplastic neuroepithelial tumor,"Dysembryoplastic neuroepithelial tumor (DNT) is a benign glioneuronal neoplasm that most commonly occurs in children and young adults and may present with medically intractable, chronic seizures. Lesions vary in size from 10 to 25 mm, although occasionally larger tumors of up to 70 mm have been reported. Grossly, tumors appear as well-defined, solitary nodular masses or poorly demarcated lesions. On the cut section, most tumors are cortically located and may extend into the underlying subcortical white matter in larger tumors. Multi-nodular appearance or cystic changes are commonly found","['DNET', 'DNT']"
HP:0033704,Elevated urinary homogentisic acid,An increased amount of homogentisic acid in the urine.,[]
HP:0033705,Tearfulness,A feeling of sadness characterized by episodes of crying that can occur suddenly and are not easily controlled in social situations.,['Crying episodes']
HP:0033706,Progressive massive fibrosis,"This condition is caused by slow-growing conglomeration of dust particles and collagen deposition in individuals (mostly coal workers) heavily exposed to inorganic dust. Progressive massive fibrosis manifests as masslike lesions, usually bilateral and in the upper lobes. Background nodular opacities reflect accompanying pneumoconiosis, with or without emphysematous destruction adjacent to the massive fibrosis. Lesions similar to progressive massive fibrosis sometimes occur in other conditions, such as sarcoidosis and talcosis.",[]
